,id,codigo_curriculo,codigo_ingresso,periodo_ingresso,forma_ingresso,codigo_evasao,forma_evasao,periodo_evasao,evadiu_periodo,forma_saida,acao_afirmativa,tipo_reserva_vagas,forma_reserva_vagas,sexo,codigo_cor,nome_cor,idade_ingresso,idade_evasao,tipo_ensino_medio,ensino_medio,apv_media_geral
2347,U312547,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2015.1,6.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,22,25.0,1.0,Somente escola privada,609.6
2146,G153473,1999,16,2012.1,VESTIBULAR / ENEM,1,GRADUADO,2017.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,22.0,1.0,Somente escola privada,750.4
2149,E150585,1999,16,2012.1,VESTIBULAR / ENEM,1,GRADUADO,2017.2,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,23.0,1.0,Somente escola privada,681.7
2151,O384571,1999,16,2012.1,VESTIBULAR / ENEM,1,GRADUADO,2017.2,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,22.0,1.0,Somente escola privada,692.7
2161,Z072067,1999,16,2012.1,VESTIBULAR / ENEM,1,GRADUADO,2017.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,23.0,1.0,Somente escola privada,702.3
2163,E356404,1999,16,2012.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2014.2,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20.0,1.0,Somente escola privada,685.0
2254,A291579,1999,16,2012.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,22.0,2.0,Somente escola pública,642.1
2273,F155500,1999,16,2012.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,3.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,20.0,1.0,Somente escola privada,641.0
2207,K273076,1999,16,2012.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,18.0,4.0,"Pública e privada, tendo ficado mais tempo em escola privada",657.9
2214,J304217,1999,16,2012.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.1,1.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,18.0,1.0,Somente escola privada,658.2
2197,Q275162,1999,16,2012.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20.0,1.0,Somente escola privada,645.9
2219,N266640,1999,16,2012.1,VESTIBULAR / ENEM,1,GRADUADO,2016.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,19,23.0,1.0,Somente escola privada,653.9
2225,Q175137,1999,16,2012.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2016.2,10.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,26,30.0,1.0,Somente escola privada,658.8
2228,M155425,1999,16,2012.1,VESTIBULAR / ENEM,1,GRADUADO,2017.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,23.0,1.0,Somente escola privada,661.5
1925,I232006,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,19.0,,Não informado,661.4
1928,E258439,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,28,29.0,,Não informado,628.9
2003,X175376,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2013.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,22.0,,Não informado,622.1
1996,B231938,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,18.0,2.0,Somente escola pública,624.7
2005,R237556,1999,16,2011.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,21.0,,Não informado,622.2
1980,K266072,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,3.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,19.0,,Não informado,630.4
1792,W028369,1999,16,2011.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,25,26.0,,Não informado,636.4
1798,E116171,1999,16,2011.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,21.0,,Não informado,635.8
1796,W179694,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2015.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,26.0,1.0,Somente escola privada,637.4
1860,J351616,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2014.1,6.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,23.0,2.0,Somente escola pública,654.8
1863,L338594,1999,16,2011.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2013.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20.0,,Não informado,646.8
1901,W355458,1999,16,2011.2,VESTIBULAR / ENEM,1,GRADUADO,2012.2,3.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,22.0,,Não informado,665.3
1810,O255278,1999,16,2011.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,25,28.0,2.0,Somente escola pública,637.6
1998,H358967,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,18,20.0,,Não informado,646.3
2409,Q196648,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,16,19.0,1.0,Somente escola privada,688.7
2410,C371824,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,24.0,,Não informado,689.9
1847,C360512,1999,16,2011.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2011.1,1.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,19.0,,Não informado,678.2
1845,A253598,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.1,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,20,23.0,,Não informado,673.0
1832,G106646,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2011.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,18,18.0,,Não informado,659.9
1830,C318742,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2016.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,24.0,2.0,Somente escola pública,670.5
1818,D318510,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,22.0,,Não informado,666.8
1849,R111716,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2011.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,20.0,,Não informado,716.4
1784,E193948,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.1,3.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,19.0,,Não informado,664.1
1781,I114270,1999,16,2011.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,23.0,4.0,"Pública e privada, tendo ficado mais tempo em escola privada",665.5
1829,U337391,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2013.2,6.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23.0,1.0,Somente escola privada,668.3
1848,O166363,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,20.0,,Não informado,689.3
1892,A201662,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20.0,,Não informado,682.7
1887,J207981,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,12.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,24.0,1.0,Somente escola privada,690.8
1875,Z041769,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2011.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,23,23.0,,Não informado,744.2
1855,Y095408,1999,16,2011.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23.0,,Não informado,684.3
1870,J174633,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2012.1,3.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,23.0,,Não informado,675.0
1865,Z209239,1999,16,2011.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,21.0,,Não informado,681.7
1912,V163624,1999,16,2011.1,VESTIBULAR / ENEM,1,GRADUADO,2013.2,6.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23.0,,Não informado,678.3
1970,L258493,1999,16,2011.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2012.2,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,24,25.0,,Não informado,651.8
1758,I276989,1999,1,2010.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21.0,,Não informado,541.3
1760,O383329,1999,1,2010.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,553.2
1774,K337592,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.1,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,25,28.0,,Não informado,545.1
1749,C024548,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20.0,,Não informado,551.9
1643,W096282,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,23.0,,Não informado,543.7
1606,O258186,1999,1,2010.2,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,541.4
1605,W014528,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,21.0,,Não informado,551.5
1662,N177246,1999,1,2010.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,10.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,25.0,1.0,Somente escola privada,530.8
1707,R024758,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,22,25.0,1.0,Somente escola privada,554.8
1706,C161016,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,539.5
1704,C244340,1999,1,2010.2,VESTIBULAR,1,GRADUADO,2012.1,4.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,23.0,,Não informado,570.3
1701,F149204,1999,1,2010.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,10.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,25.0,1.0,Somente escola privada,535.5
1700,V083380,1999,1,2010.2,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2013.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,22.0,,Não informado,533.6
1686,Q290753,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,23.0,,Não informado,530.3
1681,Z101939,1999,1,2010.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20.0,,Não informado,528.2
1667,J254198,1999,1,2010.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,21.0,,Não informado,532.1
2096,F113848,1999,1,2010.2,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20.0,,Não informado,532.6
2134,P064749,1999,1,2010.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,23.0,,Não informado,533.7
1734,V086960,1999,1,2010.1,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2012.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,562.5
1632,D059729,1999,1,2010.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2010.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,26,26.0,,Não informado,582.3
1737,M280856,1999,1,2010.1,VESTIBULAR,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2013.1,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,595.3
1713,R305300,1999,1,2010.1,VESTIBULAR,1,GRADUADO,2014.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,1.0,Somente escola privada,582.7
2865,X061673,1999,1,2010.1,VESTIBULAR,1,GRADUADO,2016.1,13.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,24.0,1.0,Somente escola privada,599.4
1716,A071610,1999,1,2010.1,VESTIBULAR,1,GRADUADO,2015.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,1.0,Somente escola privada,626.6
1710,R315954,1999,1,2010.1,VESTIBULAR,1,GRADUADO,2013.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,24.0,,Não informado,614.3
1619,J273214,1999,1,2010.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,22.0,,Não informado,609.2
1618,E073544,1999,1,2010.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2012.2,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,23,25.0,,Não informado,594.2
1777,I041979,1999,1,2010.1,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2012.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,21.0,,Não informado,576.1
1574,K171078,1999,1,2010.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2011.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,22,23.0,,Não informado,585.4
1615,J254413,1999,1,2010.1,VESTIBULAR,1,GRADUADO,2013.1,7.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,30,33.0,,Não informado,593.2
1513,H023351,1999,1,2009.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2011.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,562.3
1517,O048603,1999,1,2009.2,VESTIBULAR,1,GRADUADO,2013.1,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,21.0,1.0,Somente escola privada,557.0
1591,Q090322,1999,1,2009.2,VESTIBULAR,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2011.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,23.0,,Não informado,559.2
1593,K233226,1999,11,2009.2,JUDICIAL,21,CANCELADO REPROVOU TODAS POR FALTAS,2010.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,39,40.0,,Não informado,
1464,X309683,1999,1,2009.2,VESTIBULAR,1,GRADUADO,2015.2,13.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,24.0,1.0,Somente escola privada,577.6
2113,E221623,1999,1,2009.2,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2009.2,1.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,17.0,,Não informado,547.6
1460,Q182444,1999,1,2009.2,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2010.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,558.8
1504,W290730,1999,1,2009.2,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2010.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,20,21.0,,Não informado,586.4
1579,C081298,1999,1,2009.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2009.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,19.0,,Não informado,619.0
1480,P011214,1999,1,2009.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2011.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,25,27.0,,Não informado,653.1
1478,T360994,1999,2,2009.1,TRANSFERENCIA,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,22,24.0,,Não informado,640.0
2114,G220572,1999,1,2009.1,VESTIBULAR,1,GRADUADO,2013.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,626.7
1768,X083752,1999,1,2009.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20.0,,Não informado,597.6
1468,E205101,1999,2,2009.1,TRANSFERENCIA,1,GRADUADO,2013.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,24.0,,Não informado,629.0
1532,B345417,1999,1,2009.1,VESTIBULAR,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2009.1,1.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,18.0,,Não informado,606.0
1530,G211318,1999,1,2009.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2009.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,21,21.0,,Não informado,617.8
1529,X125874,1999,1,2009.1,VESTIBULAR,1,GRADUADO,2014.2,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,23,28.0,1.0,Somente escola privada,595.3
1528,H204589,1999,1,2009.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,19.0,,Não informado,601.5
1524,Y176820,1999,2,2009.1,TRANSFERENCIA,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,20.0,,Não informado,686.0
1485,X394168,1999,1,2009.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,21.0,,Não informado,613.4
1481,B117094,1999,1,2009.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2010.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,687.5
2082,W026538,1999,1,2009.1,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2009.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,25,25.0,,Não informado,647.2
1471,M062036,1999,1,2009.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2010.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,20.0,,Não informado,636.4
1521,P369053,1999,6,2009.1,REOPCAO,21,CANCELADO REPROVOU TODAS POR FALTAS,2009.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,22,22.0,,Não informado,
1520,R122974,1999,11,2008.2,JUDICIAL,1,GRADUADO,2009.1,2.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,26,27.0,,Não informado,
1506,O054458,1999,1,2008.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,21.0,,Não informado,597.8
1508,P031561,1999,1,2008.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.2,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,20.0,,Não informado,580.9
1490,E044703,1999,11,2008.2,JUDICIAL,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,9.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,
1493,M051513,1999,1,2008.2,VESTIBULAR,1,GRADUADO,2013.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,22.0,,Não informado,596.4
2130,S162815,1999,11,2008.2,JUDICIAL,21,CANCELADO REPROVOU TODAS POR FALTAS,2009.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,
1414,J164027,1999,1,2008.2,VESTIBULAR,1,GRADUADO,2012.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,21.0,,Não informado,606.3
1453,M004095,1999,1,2008.1,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,12.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,23.0,,Não informado,614.2
1449,S375536,1999,1,2008.1,VESTIBULAR,1,GRADUADO,2012.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,19,23.0,,Não informado,661.0
1432,B195251,1999,1,2008.1,VESTIBULAR,1,GRADUADO,2012.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,651.5
1448,I096542,1999,1,2008.1,VESTIBULAR,1,GRADUADO,2012.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,23.0,1.0,Somente escola privada,663.1
2067,S126546,1999,1,2008.1,VESTIBULAR,21,CANCELADO REPROVOU TODAS POR FALTAS,2008.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,18.0,,Não informado,625.7
1350,Z216309,1999,1,2007.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2010.2,7.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,587.5
1352,M127550,1999,1,2007.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.2,9.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,17,21.0,,Não informado,585.3
1399,F388666,1999,1,2007.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2012.2,11.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,25.0,,Não informado,573.0
1400,Y056620,1999,1,2007.2,VESTIBULAR,1,GRADUADO,2014.1,14.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,28.0,1.0,Somente escola privada,573.6
1368,G269142,1999,1,2007.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2011.2,9.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,22.0,,Não informado,582.3
1381,T122103,1999,1,2007.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2010.1,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,21.0,,Não informado,584.6
1397,Q145569,1999,1,2007.2,VESTIBULAR,12,CANCELADO NOVO INGRESSO MESMO CURSO,2011.1,8.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,22.0,,Não informado,571.8
2089,V281994,1999,1,2007.2,VESTIBULAR,4,CANCELAMENTO POR ABANDONO,2008.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,0,Não declarada,18,19.0,,Não informado,574.7
1412,C031265,1999,1,2007.1,VESTIBULAR,1,GRADUADO,2012.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,23.0,1.0,Somente escola privada,604.3
1411,F052521,1999,1,2007.1,VESTIBULAR,1,GRADUADO,2011.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,24.0,,Não informado,645.9
